BAP1,hsa-miR-141-3p
IRS1,hsa-miR-145-5p
MET,hsa-miR-34c-5p
MET,hsa-miR-34a-5p
E2F3,hsa-miR-34c-5p
CDK6,hsa-miR-34b-5p
CDK4,hsa-miR-34a-5p
CDK4,hsa-miR-34c-5p
CCNE2,hsa-miR-34c-5p
CCNE2,hsa-miR-34a-5p
PTEN,hsa-miR-214-3p
PDCD4,hsa-miR-16-5p
CREBL2,hsa-miR-16-5p
UGDH,hsa-miR-16-5p
BACE1,hsa-miR-29b-3p
HCN4,hsa-miR-1-3p
CCNE1,hsa-miR-424-5p
CDK6,hsa-miR-424-5p
CDK6,hsa-miR-16-5p
CCND1,hsa-miR-424-5p
ROCK1,hsa-miR-146a-5p
TIMP3,hsa-miR-21-5p
DNMT3B,hsa-miR-148a-3p
HOXA5,hsa-miR-130a-3p
SOX5,hsa-miR-21-5p
MTAP,hsa-miR-21-5p
TOM1,hsa-miR-126-3p
RECK,hsa-miR-21-5p
DET1,hsa-miR-155-5p
SMAD5,hsa-miR-155-5p
HIVEP2,hsa-miR-155-5p
ZNF652,hsa-miR-155-5p
ZIC3,hsa-miR-155-5p
PTPRO,hsa-miR-17-5p
BCL2,hsa-miR-15b-5p
MYCN,hsa-miR-34a-5p
ABCG2,hsa-miR-519c-3p
CDK6,hsa-miR-34a-5p
CCND1,hsa-miR-34a-5p
ZEB2,hsa-miR-200c-3p
LIF,hsa-miR-125b-5p
HOXB8,hsa-miR-196b-5p
BACH1,hsa-miR-155-5p
HDAC4,hsa-miR-1-3p
FOXP1,hsa-miR-1-3p
LAMB3,hsa-miR-218-5p
JARID2,hsa-miR-155-5p
FOXO1,hsa-miR-96-5p
PTEN,hsa-miR-26a-5p
CCND1,hsa-miR-503-5p
RHOB,hsa-miR-223-3p
TGFBR2,hsa-miR-21-5p
PTEN,hsa-miR-21-5p
VDR,hsa-miR-125b-5p
HCN2,hsa-miR-1-3p
BCL2L11,hsa-miR-17-5p
APC,hsa-miR-155-5p
TGFBI,hsa-miR-21-5p
PTEN,hsa-miR-494-3p
FOS,hsa-miR-101-3p
LRRFIP1,hsa-miR-21-5p
CCND1,hsa-miR-16-5p
CCNE1,hsa-miR-16-5p
WNT1,hsa-miR-34a-5p
WDFY1,hsa-miR-1-3p
TPM3,hsa-miR-1-3p
TPM2,hsa-miR-1-3p
TPM1,hsa-miR-1-3p
SLC25A22,hsa-miR-1-3p
SLC25A1,hsa-miR-1-3p
SFXN1,hsa-miR-1-3p
PTMA,hsa-miR-1-3p
PTBP1,hsa-miR-1-3p
PPIB,hsa-miR-1-3p
PICALM,hsa-miR-1-3p
PDLIM7,hsa-miR-1-3p
NOTCH2,hsa-miR-1-3p
MOV10,hsa-miR-1-3p
MET,hsa-miR-1-3p
LRRC8A,hsa-miR-1-3p
GPD2,hsa-miR-1-3p
CSRP1,hsa-miR-1-3p
CDCP1,hsa-miR-1-3p
CAND1,hsa-miR-1-3p
BRI3BP,hsa-miR-1-3p
ANXA2,hsa-miR-1-3p
ANP32B,hsa-miR-1-3p
ZNF622,hsa-miR-16-5p
YIF1B,hsa-miR-16-5p
VTI1B,hsa-miR-16-5p
UBE4A,hsa-miR-16-5p
UBE2V1,hsa-miR-16-5p
TPM3,hsa-miR-16-5p
TOMM34,hsa-miR-16-5p
TNFSF9,hsa-miR-16-5p
TMEM43,hsa-miR-16-5p
TMEM109,hsa-miR-16-5p
SRPRB,hsa-miR-16-5p
SRPRA,hsa-miR-16-5p
SPTLC1,hsa-miR-16-5p
SLC25A22,hsa-miR-16-5p
SHOC2,hsa-miR-16-5p
SEC24A,hsa-miR-16-5p
RTN4,hsa-miR-16-5p
RARS,hsa-miR-16-5p
PURA,hsa-miR-16-5p
PTGS2,hsa-miR-16-5p
PSAT1,hsa-miR-16-5p
PPP2R5C,hsa-miR-16-5p
PISD,hsa-miR-16-5p
PAFAH1B2,hsa-miR-16-5p
NOTCH2,hsa-miR-16-5p
NAPG,hsa-miR-16-5p
LUZP1,hsa-miR-16-5p
LAMC1,hsa-miR-16-5p
KPNA3,hsa-miR-16-5p
ITGA2,hsa-miR-16-5p
HSPA1A,hsa-miR-16-5p
HSPA1B,hsa-miR-16-5p
FNDC3B,hsa-miR-16-5p
FGF2,hsa-miR-16-5p
DNAJB4,hsa-miR-16-5p
CA12,hsa-miR-16-5p
ATG9A,hsa-miR-16-5p
ARL2,hsa-miR-16-5p
ARHGDIA,hsa-miR-16-5p
WDFY1,hsa-miR-155-5p
VAMP3,hsa-miR-155-5p
TRIP13,hsa-miR-155-5p
TRIM32,hsa-miR-155-5p
TRAM1,hsa-miR-155-5p
SMAD1,hsa-miR-155-5p
SLC30A1,hsa-miR-155-5p
SDCBP,hsa-miR-155-5p
RHEB,hsa-miR-155-5p
RCOR1,hsa-miR-155-5p
RCN2,hsa-miR-155-5p
RAB5C,hsa-miR-155-5p
PPL,hsa-miR-155-5p
PKN2,hsa-miR-155-5p
PICALM,hsa-miR-155-5p
PHC2,hsa-miR-155-5p
PDLIM5,hsa-miR-155-5p
PDE3A,hsa-miR-155-5p
NARS,hsa-miR-155-5p
MYO10,hsa-miR-155-5p
HSDL1,hsa-miR-155-5p
DNAJC19,hsa-miR-155-5p
DNAJB1,hsa-miR-155-5p
DHX40,hsa-miR-155-5p
CLDN1,hsa-miR-155-5p
CEBPB,hsa-miR-155-5p
CDK5RAP3,hsa-miR-155-5p
BRPF3,hsa-miR-155-5p
ARL5B,hsa-miR-155-5p
ARID2,hsa-miR-155-5p
LATS2,hsa-miR-373-3p
E2F3,hsa-miR-34a-5p
DLL1,hsa-miR-34a-5p
EZH2,hsa-miR-26a-5p
PLAG1,hsa-miR-26a-5p
KIT,hsa-miR-221-3p
MYLIP,hsa-miR-20b-5p
TGFBR2,hsa-miR-20a-5p
BCL2,hsa-miR-16-5p
TMOD3,hsa-miR-145-5p
HAND2,hsa-miR-1-3p
SH3PXD2B,hsa-miR-1-3p
NRAS,hsa-let-7a-5p
KRAS,hsa-let-7a-5p
BRCA1,hsa-miR-146a-5p
NPTX1,hsa-miR-210-3p
PRDM1,hsa-let-7a-5p
APC,hsa-miR-135b-5p
ABCG2,hsa-miR-520h
RHOA,hsa-miR-155-5p
TPM1,hsa-miR-21-5p
KCNJ2,hsa-miR-1-3p
GJA1,hsa-miR-1-3p
ADCY6,hsa-miR-96-5p
BMP7,hsa-miR-22-3p
AGTR1,hsa-miR-155-5p
HOXD10,hsa-miR-10b-5p
EFNA3,hsa-miR-210-3p
TRIM71,hsa-let-7a-5p
SIRT1,hsa-miR-34a-5p
CDKN1C,hsa-miR-221-3p
TGFB2,hsa-miR-141-3p
ZEB1,hsa-miR-200c-3p
BCL2,hsa-miR-34a-5p
SERBP1,hsa-miR-26a-5p
HMGA2,hsa-let-7a-5p
TMED7,hsa-miR-221-3p
SMAD1,hsa-miR-26a-5p
SGPL1,hsa-miR-125b-5p
BAK1,hsa-miR-125b-5p
APAF1,hsa-miR-21-5p
GLCCI1,hsa-miR-21-5p
BTG2,hsa-miR-21-5p
CD44,hsa-miR-373-3p
SOX4,hsa-miR-335-5p
LATS2,hsa-miR-372-3p
E2F1,hsa-miR-93-5p
PPARA,hsa-miR-22-3p
ESR1,hsa-miR-22-3p
ZEB1,hsa-miR-205-5p
ZEB1,hsa-miR-200b-3p
SLC35F6,hsa-miR-373-3p
TNFAIP1,hsa-miR-373-3p
TFAP4,hsa-miR-373-3p
MICA,hsa-miR-373-3p
ZNF264,hsa-miR-1-3p
OAT,hsa-miR-1-3p
CLCN3,hsa-miR-1-3p
EPB41L4B,hsa-miR-1-3p
DHX15,hsa-miR-1-3p
XPO6,hsa-miR-1-3p
ARCN1,hsa-miR-1-3p
CERS2,hsa-miR-1-3p
PLEKHB2,hsa-miR-1-3p
POM121,hsa-miR-1-3p
AXL,hsa-miR-1-3p
BLCAP,hsa-miR-1-3p
SERPINB5,hsa-miR-1-3p
SLC25A30,hsa-miR-1-3p
TPM4,hsa-miR-1-3p
PDCD4,hsa-miR-1-3p
RNF138,hsa-miR-1-3p
TAGLN2,hsa-miR-1-3p
LIN7C,hsa-miR-1-3p
H3F3B,hsa-miR-1-3p
SDC4,hsa-miR-1-3p
CAP1,hsa-miR-1-3p
DDX5,hsa-miR-1-3p
SLC16A9,hsa-miR-1-3p
ARHGEF18,hsa-miR-1-3p
INPP5F,hsa-miR-1-3p
NELFCD,hsa-miR-1-3p
ANKIB1,hsa-miR-1-3p
SERP1,hsa-miR-1-3p
TIMP3,hsa-miR-1-3p
LASP1,hsa-miR-1-3p
HPS4,hsa-miR-1-3p
UST,hsa-miR-1-3p
MMD,hsa-miR-1-3p
NETO2,hsa-miR-1-3p
GNPDA2,hsa-miR-1-3p
PXYLP1,hsa-miR-1-3p
MTX1,hsa-miR-1-3p
ADAR,hsa-miR-1-3p
ARF4,hsa-miR-1-3p
UHMK1,hsa-miR-1-3p
NOTCH1,hsa-miR-34a-5p
KCNE1,hsa-miR-1-3p
E2F1,hsa-miR-17-5p
ERBB3,hsa-miR-125b-5p
ERBB2,hsa-miR-125b-5p
CLOCK,hsa-miR-141-3p
HES1,hsa-miR-23a-3p
G6PD,hsa-miR-1-3p
CRK,hsa-miR-126-3p
CCNG1,hsa-miR-122-5p
TP53INP1,hsa-miR-155-5p
BCL2,hsa-miR-17-5p
DNMT3A,hsa-miR-29a-3p
DNMT3B,hsa-miR-29b-3p
DNMT3B,hsa-miR-29a-3p
DNMT3A,hsa-miR-29b-3p
PDCD4,hsa-miR-21-5p
GYS1,hsa-miR-122-5p
ALDOA,hsa-miR-122-5p
RAB11FIP1,hsa-miR-122-5p
NCAM1,hsa-miR-122-5p
AKT3,hsa-miR-122-5p
TPD52L2,hsa-miR-122-5p
GALNT10,hsa-miR-122-5p
G6PC3,hsa-miR-122-5p
SLC7A1,hsa-miR-122-5p
ADAM17,hsa-miR-122-5p
HMGA1,hsa-let-7a-5p
BDNF,hsa-miR-210-3p
ISCU,hsa-miR-210-3p
E2F3,hsa-miR-210-3p
CDC25A,hsa-miR-449a
CDK6,hsa-miR-449a
RB1,hsa-miR-26a-5p
KLF4,hsa-miR-10b-5p
COL4A2,hsa-miR-29a-3p
COL4A1,hsa-miR-29a-3p
MAP2K1,hsa-miR-424-5p
FGFR1,hsa-miR-424-5p
RASA1,hsa-miR-335-5p
MED1,hsa-miR-205-5p
TGFBR2,hsa-miR-204-5p
SNAI2,hsa-miR-204-5p
GNAI2,hsa-miR-30d-5p
BRD3,hsa-miR-141-3p
PTEN,hsa-miR-141-3p
MCL1,hsa-miR-29a-3p
MCL1,hsa-miR-29b-3p
BCL2,hsa-miR-29b-3p
BCL2,hsa-miR-29a-3p
RUNX3,hsa-miR-130b-3p
RHOB,hsa-miR-21-5p
E2F1,hsa-miR-205-5p
AKT3,hsa-miR-16-5p
CD276,hsa-miR-29a-3p
HNF4A,hsa-miR-34a-5p
DDIT4,hsa-miR-221-3p
DKK2,hsa-miR-221-3p
BBC3,hsa-miR-221-3p
PTEN,hsa-miR-20a-5p
PTEN,hsa-miR-18a-5p
APP,hsa-miR-20a-5p
BCL2L11,hsa-miR-25-3p
CDKN1A,hsa-miR-96-5p
FGFR3,hsa-miR-100-5p
KLF13,hsa-miR-125b-5p
VEGFA,hsa-miR-126-3p
WNT3A,hsa-miR-16-5p
CCND2,hsa-miR-16-5p
TIMP3,hsa-miR-221-3p
FGF7,hsa-miR-155-5p
IKBKE,hsa-miR-155-5p
BCL2,hsa-miR-181a-5p
ATP6V1B2,hsa-miR-1-3p
CNN3,hsa-miR-1-3p
FSCN1,hsa-miR-145-5p
SERPINB5,hsa-miR-21-5p
RB1,hsa-miR-335-5p
KLF4,hsa-miR-25-3p
PROX1,hsa-miR-181a-5p
ERBB3,hsa-miR-205-5p
ZEB2,hsa-miR-205-5p
NFE2L1,hsa-miR-218-5p
LASP1,hsa-miR-218-5p
MAPK7,hsa-miR-143-3p
HDAC1,hsa-miR-449a
MTMR12,hsa-miR-1-3p
PNP,hsa-miR-1-3p
FAM57A,hsa-miR-1-3p
SLC44A1,hsa-miR-1-3p
SRXN1,hsa-miR-1-3p
SMAD4,hsa-miR-26a-5p
VEGFA,hsa-miR-140-5p
VEGFA,hsa-miR-29b-3p
BMPR2,hsa-miR-21-5p
LIN28A,hsa-miR-125b-5p
RBM47,hsa-miR-1-3p
C12orf49,hsa-miR-1-3p
IP6K2,hsa-miR-1-3p
KLHL42,hsa-miR-1-3p
KIF2A,hsa-miR-1-3p
POU4F2,hsa-miR-23a-3p
VEGFA,hsa-miR-16-5p
PIK3R2,hsa-miR-126-3p
APP,hsa-miR-17-5p
CCND1,hsa-miR-15b-5p
MCL1,hsa-miR-101-3p
FN1,hsa-miR-200c-3p
MMP13,hsa-miR-140-5p
CCNL1,hsa-miR-199a-5p
COX2,hsa-miR-101-3p
CBFB,hsa-miR-125b-5p
HSPD1,hsa-miR-1-3p
BCL2,hsa-miR-34c-5p
RASA1,hsa-miR-21-5p
MKNK2,hsa-miR-125b-5p
GATA4,hsa-miR-200b-3p
FN1,hsa-miR-200b-3p
ICAM1,hsa-miR-17-3p
ARID1A,hsa-miR-101-3p
HDAC4,hsa-miR-22-3p
RHOA,hsa-miR-185-5p
YY1,hsa-miR-34a-5p
VEGFA,hsa-miR-93-5p
ARID4B,hsa-miR-20b-5p
CUX1,hsa-miR-155-5p
SMAD4,hsa-miR-483-3p
CTGF,hsa-miR-18a-5p
RXRB,hsa-miR-197-3p
LRP4,hsa-miR-197-3p
FOXO3,hsa-miR-197-3p
FGFR3,hsa-miR-99a-5p
VEGFA,hsa-miR-195-5p
VEGFA,hsa-miR-15b-5p
SPI1,hsa-miR-155-5p
BCL2L1,hsa-miR-491-5p
MYC,hsa-miR-145-5p
WASF3,hsa-miR-200b-3p
PTGS2,hsa-miR-101-3p
MYC,hsa-miR-21-5p
PIM1,hsa-miR-1-3p
LIF,hsa-miR-199a-5p
DICER1,hsa-let-7a-5p
IRS1,hsa-miR-126-3p
MAPK9,hsa-miR-17-5p
BCL2L2,hsa-miR-122-5p
SKI,hsa-miR-195-5p
JUNB,hsa-miR-199a-5p
MYC,hsa-miR-34b-5p
MYC,hsa-miR-34c-5p
MDM4,hsa-miR-34a-5p
CXCL8,hsa-miR-146a-5p
TUSC2,hsa-miR-93-5p
TUSC2,hsa-miR-197-3p
PLAU,hsa-miR-193b-3p
TET1,hsa-miR-29b-3p
TET1,hsa-miR-29a-3p
ICAM1,hsa-miR-221-3p
VEGFA,hsa-miR-20b-5p
NFKB1,hsa-miR-146a-5p
BCL6,hsa-miR-127-3p
CALM3,hsa-miR-1-3p
HRAS,hsa-let-7a-5p
FOS,hsa-miR-221-3p
FOXO3,hsa-miR-155-5p
FLI1,hsa-miR-145-5p
BBC3,hsa-miR-483-3p
PEA15,hsa-miR-34a-5p
MAFB,hsa-miR-155-5p
TCL1A,hsa-miR-29b-3p
VEGFA,hsa-miR-205-5p
NFIA,hsa-miR-223-3p
DNAJC27,hsa-miR-17-5p
FBXO31,hsa-miR-17-5p
PRDM1,hsa-miR-125b-5p
IRF4,hsa-miR-125b-5p
VOPP1,hsa-miR-218-5p
NR3C1,hsa-miR-18a-5p
TSC22D3,hsa-miR-18a-5p
CDKN1B,hsa-miR-181a-5p
BCL2L11,hsa-miR-20a-5p
BCL2L11,hsa-miR-93-5p
CDK6,hsa-miR-34c-5p
CSF1,hsa-miR-130a-3p
HIF1A,hsa-miR-18a-5p
HIF1A,hsa-miR-17-5p
TGFBR2,hsa-miR-17-5p
ZFPM2,hsa-miR-200b-3p
ZFP36,hsa-miR-29a-3p
HOXC8,hsa-miR-196b-5p
MCL1,hsa-miR-193b-3p
PAX3,hsa-miR-1-3p
MNT,hsa-miR-210-3p
DDR1,hsa-miR-199a-5p
GSK3B,hsa-miR-26a-5p
CCND1,hsa-miR-449a
SOX4,hsa-miR-191-5p
CDK6,hsa-miR-185-5p
CDKN2A,hsa-miR-125b-5p
EGFR,hsa-miR-146a-5p
AURKB,hsa-miR-16-5p
LIN28A,hsa-let-7a-5p
PCBP1,hsa-miR-21-5p
E2F1,hsa-miR-34a-5p
MET,hsa-miR-34b-3p
ADAM10,hsa-miR-122-5p
MMP16,hsa-miR-146b-5p
POU5F1,hsa-miR-145-5p
IGF1R,hsa-miR-145-5p
BMPR2,hsa-miR-17-5p
THBS1,hsa-let-7a-5p
SLC20A1,hsa-let-7a-5p
CASC3,hsa-miR-125b-5p
CGN,hsa-miR-125b-5p
TP53INP1,hsa-miR-125b-5p
LACTB,hsa-miR-125b-5p
STAT3,hsa-miR-125b-5p
VIM,hsa-miR-17-3p
NOTCH2,hsa-miR-34a-5p
SRSF9,hsa-miR-1-3p
TWF1,hsa-miR-1-3p
PELI1,hsa-miR-155-5p
KBTBD2,hsa-miR-155-5p
KRAS,hsa-miR-155-5p
CAMTA1,hsa-miR-155-5p
ETS1,hsa-miR-155-5p
TLE4,hsa-miR-155-5p
FAR1,hsa-miR-155-5p
TWF1,hsa-miR-155-5p
VEZF1,hsa-miR-155-5p
ALG3,hsa-miR-16-5p
NAA25,hsa-miR-16-5p
MMS19,hsa-miR-16-5p
NOB1,hsa-miR-16-5p
PNPLA6,hsa-miR-16-5p
SELENOI,hsa-miR-16-5p
NAA15,hsa-miR-16-5p
CCND1,hsa-miR-17-5p
MYC,hsa-miR-17-5p
MYC,hsa-miR-20a-5p
MYC,hsa-miR-34b-3p
ESR1,hsa-miR-221-3p
TOPORS,hsa-miR-21-5p
TGFBR3,hsa-miR-21-5p
PPIF,hsa-miR-21-5p
BCL2,hsa-miR-195-5p
SOX2,hsa-miR-126-3p
MMP24,hsa-miR-29b-3p
TRAF6,hsa-miR-146b-5p
IRAK1,hsa-miR-146b-5p
NCOA3,hsa-miR-17-5p
TP53,hsa-miR-30d-5p
MAP2K3,hsa-miR-214-3p
MSH2,hsa-miR-21-5p
KLF4,hsa-miR-135b-5p
FOXO3,hsa-miR-96-5p
NCOR2,hsa-miR-10b-5p
JAG1,hsa-miR-200c-3p
CCND2,hsa-let-7a-5p
CD44,hsa-miR-34a-5p
BNIP2,hsa-miR-20a-5p
CYR61,hsa-miR-155-5p
E2F3,hsa-miR-125b-5p
ETS1,hsa-miR-193b-3p
FOXP1,hsa-miR-34a-5p
KRAS,hsa-miR-96-5p
TXNIP,hsa-miR-373-3p
IL24,hsa-miR-205-5p
TIAM1,hsa-miR-21-5p
COL3A1,hsa-miR-29b-3p
COL4A1,hsa-miR-29b-3p
MMP2,hsa-miR-29b-3p
DDIT4,hsa-miR-181a-5p
ATM,hsa-miR-181a-5p
HIPK2,hsa-miR-181a-5p
FAS,hsa-miR-146a-5p
PTEN,hsa-miR-221-3p
CPEB3,hsa-miR-26a-5p
SMAD4,hsa-miR-17-5p
SMAD4,hsa-miR-20a-5p
HRAS,hsa-miR-143-3p
ADAM12,hsa-miR-29b-3p
MMP2,hsa-miR-451a
SOD2,hsa-miR-17-3p
TXNRD2,hsa-miR-17-3p
CCKBR,hsa-miR-148b-3p
ZAP70,hsa-miR-34a-5p
PLXNB1,hsa-miR-214-3p
BCL2L11,hsa-miR-181a-5p
FSCN1,hsa-miR-143-3p
ACVR1C,hsa-miR-376c-3p
ERBB2,hsa-miR-331-3p
ERBB4,hsa-miR-146a-5p
EGFR,hsa-miR-21-5p
SRGAP1,hsa-miR-145-5p
AP1S2,hsa-miR-204-5p
EZR,hsa-miR-204-5p
IL11,hsa-miR-204-5p
RAB22A,hsa-miR-204-5p
RAB40B,hsa-miR-204-5p
TCF12,hsa-miR-204-5p
CCND2,hsa-miR-17-5p
RB1,hsa-miR-17-5p
RBL2,hsa-miR-17-5p
WEE1,hsa-miR-17-5p
RB1,hsa-miR-20a-5p
RBL2,hsa-miR-20a-5p
WEE1,hsa-miR-20a-5p
SMAD2,hsa-miR-155-5p
MAP3K11,hsa-miR-199a-5p
GEMIN4,hsa-miR-342-3p
MYB,hsa-miR-155-5p
SKI,hsa-miR-155-5p
MYB,hsa-miR-424-5p
CCKBR,hsa-miR-148a-3p
RGS2,hsa-miR-22-3p
CALM2,hsa-miR-1-3p
MTDH,hsa-miR-26a-5p
TGFBR2,hsa-miR-372-3p
RHOC,hsa-miR-372-3p
PPARG,hsa-miR-130a-3p
PPARG,hsa-miR-130b-3p
DIRAS3,hsa-miR-221-3p
MYBL2,hsa-miR-30e-5p
BIRC5,hsa-miR-218-5p
GJA1,hsa-miR-218-5p
ROBO1,hsa-miR-218-5p
IGF2BP1,hsa-let-7a-5p
TGFB2,hsa-miR-29b-3p
TGFB1,hsa-miR-29b-3p
BMP1,hsa-miR-29b-3p
ETS1,hsa-miR-221-3p
RAF1,hsa-miR-195-5p
PTEN,hsa-miR-29b-3p
RNF123,hsa-miR-155-5p
CSF1R,hsa-miR-155-5p
RICTOR,hsa-miR-218-5p
NCOA1,hsa-miR-22-3p
BCL2L2,hsa-miR-335-5p
TFF2,hsa-miR-335-5p
CKAP5,hsa-miR-155-5p
ATM,hsa-miR-18a-5p
PPP1CA,hsa-miR-125b-5p
FN1,hsa-miR-1-3p
MMP9,hsa-miR-491-5p
MYCN,hsa-miR-29a-3p
HIF1A,hsa-miR-199a-5p
IGF1R,hsa-miR-99a-5p
MTOR,hsa-miR-99a-5p
STMN1,hsa-miR-101-3p
RAB5A,hsa-miR-101-3p
BMI1,hsa-miR-200b-3p
SPARC,hsa-miR-29a-3p
RALA,hsa-miR-181a-5p
PTEN,hsa-miR-519d-3p
CCL20,hsa-miR-21-5p
SMAD4,hsa-miR-146a-5p
PDGFRA,hsa-miR-34a-5p
SIRT1,hsa-miR-181a-5p
VEGFA,hsa-miR-145-5p
PTEN,hsa-miR-93-5p
PDGFRA,hsa-miR-140-5p
SLC2A3,hsa-miR-195-5p
FBXW7,hsa-miR-223-3p
CASP3,hsa-miR-30d-5p
CCND1,hsa-miR-365a-3p
BCL2,hsa-miR-365a-3p
IGF1R,hsa-miR-223-3p
TBCCD1,hsa-miR-195-5p
CCND3,hsa-miR-195-5p
NASP,hsa-miR-29a-3p
NASP,hsa-miR-29b-3p
CDK4,hsa-miR-195-5p
BCL2,hsa-miR-125b-5p
DICER1,hsa-miR-130a-3p
HNF4A,hsa-miR-449a
HNF4A,hsa-miR-34c-5p
CSNK1A1,hsa-miR-155-5p
FOXO3,hsa-miR-23a-3p
ULBP2,hsa-miR-34a-5p
ULBP2,hsa-miR-34c-5p
PIAS3,hsa-miR-21-5p
EGLN3,hsa-miR-20a-5p
E2F3,hsa-miR-200b-3p
HK2,hsa-miR-143-3p
CCNE1,hsa-miR-26a-5p
SERPINE1,hsa-miR-143-3p
SERPINE1,hsa-miR-145-5p
AIFM3,hsa-miR-210-3p
FOXC1,hsa-miR-204-5p
MET,hsa-miR-449a
CCNE2,hsa-miR-449a
SIRT1,hsa-miR-449a
ESR1,hsa-miR-130a-3p
MYC,hsa-miR-451a
BCL2L11,hsa-miR-10b-5p
TFAP2C,hsa-miR-10b-5p
CDKN2A,hsa-miR-10b-5p
RAC1,hsa-miR-142-3p
ETS1,hsa-miR-125b-5p
WNT1,hsa-miR-122-5p
PPARA,hsa-miR-21-5p
MAPK14,hsa-miR-141-3p
